number,trial_code,form_id,surveyor_name,entreprenuer_strata,demo_location,demo_location_other,trial_name,bizops_name,bizops_product,demo_nationality,demo_nationality_other,demo_gender,demo_age,demo_educlevel,demo_educlevel_level,demo_incomeearner_only,demo_incomeearner_count,demo_primaryincome,demo_primaryincome_other,demo_primaryincome_UNHCR,demo_primaryincome_own_biz,demo_primaryincome_no_stable,demo_primaryincome_no_stable_looking,demo_primaryincome_part_time,demo_primaryincome_full_time,demo_primaryincome_other_biz,demo_primaryincome_extra,demo_primaryincome_write,bizops_sector,bizops_sector_biz,bizops_sector_other,bizops_elec_computer,bizops_elec_smart_phone,bizops_elec_feature_phone,bizops_elec_tablet,bizops_elec_none,bizops_elec_extra,bizops_firstsale_date,bizops_firstsale_today,bizops_operation_period,bizops_age_range,bizops_register_kra,employees_count_fulltime,employees__fulltime_worktime_week,employees_count_parttime,employees__parttime_worktime_week,employees_count_casual,employees_count_temp,employees_temp_reason,employees_count_total,employees_fulltime_age_range_0_17,employees_fulltime_age_range_18_30,employees_fulltime_age_range_31_50,employees_fulltime_age_range_51,employees_fulltime_age_range_none,employees_fulltime_age_range_extra,employees_parttime_age_range_0_17,employees_parttime_age_range_18_30,employees_parttime_age_range_31_50,employees_parttime_age_range_51,employees_parttime_age_range_none,employees_parttime_age_range_extra,employees_casual_age_range_0_17,employees_casual_age_range_18_30,employees_casual_age_range_31_50,employees_casual_age_range_51,employees_casual_age_range_none,employees_casual_age_range_extra,employees_count_gender_m,employees_count_gender_f,employees_count_refugee,bizops_motivation,bizops_motivation_other,bizops_fin_new_6,bizops_fin_loans_family,bizops_fin_loans_groups,bizops_fin_MFI_banks,bizops_fin_donation_grants,bizops_fin_investor,bizops_fin_other,bizops_fin_extra,bizops_fin_other_write,bizops_fin_amt_family,bizops_fin_amt_loans_groups,bizops_fin_amt_MFI_banks,bizops_fin_amt_NGO,bizops_fin_amt_investor,bizops_fin_not_apply,bizops_fin_not_apply_write,bizops_fin_bank_acc,bizops_fin_bank_acc_why,bizops_fin_bank_acc_why_write,customer_count_monthly,customer_main_individual,customer_main_household,customer_main_community,customer_main_smbiz,customer_main_lbiz,customer_main_govt,customer_main_NGOs,customer_main_other,customer_main_extra,customer_main_other_write,records_sales_monthly,salesrev_avgrevenue_last_year,salesrev_avgrevenue_monthly_baseline,salesrev_avgrevenue_fluctuate,salesrev_avgrevenue_season_fluctuate,salesrev_avgrevenue_most_jan,salesrev_avgrevenue_most_feb,salesrev_avgrevenue_most_mar,salesrev_avgrevenue_most_apr,salesrev_avgrevenue_most_may,salesrev_avgrevenue_most_jun,salesrev_avgrevenue_most_jul,salesrev_avgrevenue_most_aug,salesrev_avgrevenue_most_sept,salesrev_avgrevenue_most_oct,salesrev_avgrevenue_most_nov,salesrev_avgrevenue_most_dec,salesrev_avgrevenue_most_none,salesrev_avgrevenue_most_other,salesrev_avgrevenue_most_extra,salesrev_avgrevenue_least_none,salesrev_avgrevenue_least_jan,salesrev_avgrevenue_least_feb,salesrev_avgrevenue_least_mar,salesrev_avgrevenue_least_apr,salesrev_avgrevenue_least_may,salesrev_avgrevenue_least_jun,salesrev_avgrevenue_least_jul,salesrev_avgrevenue_least_aug,salesrev_avgrevenue_least_sept,salesrev_avgrevenue_least_oct,salesrev_avgrevenue_least_nov,salesrev_avgrevenue_least_dec,salesrev_avgrevenue_least_other,salesrev_avgrevenue_least_extra,bizops_suppliers_count,bizops_transporters_count,bizops_transporters_foot,bizops_transporters_bicycle,bizops_transporters_motorbike,bizops_transporters_car,bizops_transporters_trucks,bizops_transporters_other,bizops_transporters_extra,bizops_transporters_other_write,bizops_actors_supply_chain,bizops_actors_supply_chain_write,demo_biz_development,demo_biz_development_write,demo_biz_development_skills_acc,demo_biz_development_skills_hr,demo_biz_development_skills_marketing,demo_biz_development_skills_fin_mgmt,demo_biz_development_skills_dig_fin_skills,demo_biz_development_skills_new_it,demo_biz_development_skills_sales,demo_biz_development_skills_planning,demo_biz_development_skills_other,demo_biz_development_skills_extra,demo_biz_development_skills_write,sales,marketing,operation_management,bookkeeping,biz_plan,cashflow_mgmt,inventory_mgmt,biz_network_partnerships,learn_about_social_media,learn_about_news_papers,learn_about_past_clients,learn_about_aec_staff,learn_about_others,learn_about_extra,learn_about_other_specify,meals_day_count,meals_day_not_eating_count,meals_meat_count,expense_clothing,assets_acquired_6,assets_acquired_other,fuel_cooking,share_other,share_other_write,thanks,survey_complete,survey_complete_time,survey_start_time,username,received_on,Year,Department,asset_indicator,survey_name
31,KEN-037,4ece21fa-2263-49d4-b2e5-18c9e066dab2,Roger,refugee-client,kalobeyei,,test_group,Grocery,"Mangoes,oignons,cabbages",Congolese,,1,41,3,Finished Primary School,1,6,UNHCR,,1,1,0,0,0,0,0,0,,10,Retail,,0,0,1,0,0,0,1/1/17,2/1/20,3,3 years,0,2,56,2,56,4,0,4,8,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,2,2,To_increase_income_independently,to grow my family's life,1,0,1,0,0,0,0,0,,0,20000,0,0,0,,,0,"I_don't_need_it,_I_use_mobile_money_for_saving_and_spending_cash",,600,1,1,1,0,1,0,1,0,0,0,0,20000,1667,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,,participate_past_bdp,,1,1,1,1,1,1,1,1,0,0,0,4,4,1,2,3,4,3,2,0,0,0,1,0,0,0,2,1,2_week,none,others,foods,3,1,We need that AEC can Improve our cital by giving us loan,yes,1,10/1/19 9:15,10/1/19 9:05,aeck_14,10/1/19 12:01,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
32,KEN-038,5e02a832-3676-49fa-8892-56a76222085a,Nachomo,refugee-client,kalobeyei,,test_group,Singaita,Bamba chakula,south_sudan,,1,42,1,No Formal Education,1,8,Self-employment/my_business,,0,1,0,0,0,0,0,0,,14,Other,Bamba chakula,0,1,0,0,0,0,7/1/17,2/1/20,2,2 years,0,2,14,1,14,0,,,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,To_increase_income_independently,To pay school fees for children,1,0,1,0,0,0,0,0,,0,150000,0,0,0,,,1,,,480,1,1,1,0,0,0,0,0,0,0,1,1800000,150000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,,participate_past_bdp,,0,0,1,0,0,0,1,0,0,0,0,2,1,1,2,1,1,1,1,0,0,0,1,0,0,0,2,0,2_week,1_month,chairs_table,,4,1,i am very happy AEC is coming to support us.,0,1,10/2/19 10:14,10/2/19 9:49,aeck_17,10/3/19 6:19,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
33,KEN-039,ee70aee3-8906-42d6-8856-95d54426fc74,Nachomo,kenyan_client,kakuma3,,test_group,Gods Favour,Mpesa shop and equity agent,kenyan,,1,42,5(A2),Finished High school graduate,1,3,Self-employment/my_business,,0,1,0,0,0,0,0,0,,10,Retail,,0,1,1,0,0,0,8/1/15,2/1/20,4,4-6 years,1,3,12,2,12,0,,,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,To_increase_income_independently,To better my life and provide for my family,1,0,0,1,0,0,0,0,,0,0,100000,0,0,,,1,,,1920,1,1,1,0,0,0,0,0,0,0,1,480000,40000,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,,participate_past_bdp,,0,0,0,1,1,0,0,0,0,0,0,5,5,3,4,1,3,3,3,0,0,0,1,0,0,0,3,0,2_week,none,televison_tv,,4,1,The training is good.,0,1,10/7/19 10:28,10/7/19 10:08,aeck_15,10/7/19 12:31,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
34,KEN-040,cee5d7c6-a2ea-483c-aac5-eae1004f80c3,Nachomo Onesmus,refugee-client,kakuma_2,,test_group,Amani Shop,"Food stuffs, Grocery, Soft drinks and Mpesa",Burundian,,0,31,4,Attended High School,1,10,Self-employment/my_business,,0,1,0,0,0,0,0,0,,10,Retail,,0,1,1,0,0,0,3/1/16,2/1/20,3,3 years,1,0,0,1,3,0,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,To_create_my_own_job_due_to_lack_of_employment,To provide for my family and create employment,0,0,0,0,0,0,0,0,,0,0,0,0,0,Other,i dont know how they get loans,1,,,100,1,1,1,0,0,0,0,0,0,0,1,480000,40000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,5,4,0,0,1,0,0,0,0,0,0,,participate_past_bdp,,1,0,0,0,0,1,1,0,0,0,0,3,4,3,2,2,2,3,4,0,0,0,1,0,0,0,3,0,2_week,none,others,"Generator, Fridge",4,1,i want to ask the purpose for this questions.,0,1,10/8/19 9:39,10/8/19 9:02,aeck_20,10/8/19 12:46,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
38,KEN-045,4ec44229-b6d5-4685-b5c1-d553017867c5,Nachomo,refugee-client,kakuma_4,,test_group,Gladys shop,Food stuffs and cosmetics,Burundian,,0,27,3,Finished Primary School,1,4,Self-employment/my_business,,0,1,0,0,1,0,0,0,,10,Retail,,0,1,0,0,0,0,4/12/17,2/1/20,2,2 years,1,4,12,1,12,0,,,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,5,To_create_my_own_job_due_to_lack_of_employment,To expand business and provide my family needs,0,0,0,0,0,0,0,0,,0,0,0,0,0,_I_have_applied_but_I_was_rejected,,1,,,1500,1,1,1,1,0,0,0,0,0,0,1,2400000,200000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,1,wholesaer,participate_past_bdp,,0,1,1,0,0,0,0,0,0,0,0,5,2,5,5,4,4,4,5,0,0,0,1,0,0,0,3,0,3_more,1_6months,televison_tv,,4,1,"I want to thank AEC, because since we started you are very close to us. we need your support.",0,1,10/16/19 11:11,10/16/19 10:50,aeck_17,10/16/19 12:01,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
41,KEN-048,8fb4260e-1d9c-464f-9027-9f9c0ecb87bc,Nachomo,refugee-client,kakuma3,,test_group,customer is my boss,food stuffs and grocery,Congolese,,0,22,7,Diploma,1,2,Self-employment/my_business,,0,1,0,0,0,0,0,0,,10,Retail,,0,1,0,0,0,0,4/1/19,2/1/20,0,< 1year,1,1,12,2,6,0,,,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3,To_increase_income_independently,To meet the customers demand,0,0,0,0,0,0,0,0,,0,0,0,0,0,Other,i have no idea,1,,,3000,1,1,1,0,0,0,0,0,0,0,1,2796000,233000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,1,0,0,0,0,0,,no,,0,0,0,0,1,0,0,0,0,0,0,4,3,3,4,3,3,4,3,0,0,0,1,0,0,0,2,1,3_more,1_6months,televison_tv,,4,1,i appreciate AEC Kenya for the training support.,0,1,10/30/19 10:12,10/30/19 9:50,aeck_20,10/30/19 14:41,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
43,KEN-050,d67847c7-51c0-49d6-b9aa-e33581255b49,Nachomo,refugee-client,kakuma3,,test_group,Habiba shop,food stuff and grocery,somalian,,1,36,1,No Formal Education,0,5,Self-employment/my_business,,0,1,0,0,0,0,0,0,,10,Retail,,0,0,1,0,0,0,1/1/17,2/1/20,3,3 years,0,2,12,1,4,0,,,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3,To_increase_income_independently,To provide for family needs,0,0,0,0,0,0,0,0,,0,0,0,0,0,_I_have_applied_but_I_was_rejected,,1,,,1200,1,1,1,0,0,0,0,0,0,0,0,70000,5833,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,no,,0,0,1,0,0,0,1,0,0,0,0,3,2,2,3,2,1,2,4,0,0,0,1,0,0,0,3,0,3_more,2_month,chairs_table,,4,0,,0,1,11/6/19 13:14,11/6/19 13:01,aeck_20,11/11/19 5:38,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
47,KEN-054,6e86acbf-56ce-464a-bc14-1845bb457f49,Nachomo,refugee-client,kakuma_4,,test_group,Mama peter Hotel,Selling food,south_sudan,,1,50,2,Attended Primary,1,5,Self-employment/my_business,,0,1,0,0,0,0,0,0,,8,Hospitality/Tourism,,0,0,1,0,0,0,5/6/17,2/1/20,2,2 years,0,1,12,1,3,0,,,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,To_create_my_own_job_due_to_lack_of_employment,To provide for family needs,1,0,0,0,0,0,0,0,,0,0,0,0,0,I_do_not_qualify_for_credit,,0,I_want_to_keep_my_money_in_cash,,600,1,0,1,0,0,0,0,0,0,0,0,30000,2500,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,no,,0,0,1,0,0,0,1,0,0,0,0,4,2,2,1,2,2,1,3,0,0,0,1,0,0,0,2,1,1_week,1_6months,chairs_table,,3,0,,0,1,11/12/19 8:58,11/12/19 8:37,aeck_20,11/12/19 13:05,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
48,KEN-055,8f65f251-c9e0-484f-a7bb-0eea95dd47db,Roger,refugee-client,kakuma3,,control_group,shop,sugar and milk,Sudanese,,0,33,Primary_school_diploma(p6),Finished Primary School,1,4,Self-employment/my_business,,0,1,0,0,0,0,0,0,,bamba_chakula_food_store,Food Store (Bamba Chakula),,0,1,0,0,0,0,1/1/08,2/1/20,12,> 6 years,1,2,28,28,28,0,0,0,30,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,3,To_increase_income_independently,,1,1,0,0,0,0,0,0,,0,0,0,0,0,,,1,,,1500,1,1,1,0,0,1,1,0,0,0,1,150000,12500,"No,_somewhat_stable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,,,,1,1,1,1,0,0,1,0,0,0,0,4,4,3,2,2,4,4,2,0,0,0,1,0,0,0,,0,,,,,0,thanks,,0,1,9/17/19 8:53,9/17/19 8:33,aeck_14,9/17/19 11:32,2019,MBS Kenya,0,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
55,KEN-064,60b5c068-a166-48ab-ac44-3d12b00c6b67,ABDULLAHY KUKU ALI,refugee-client,kakuma_1,,control_group,Salina shop,cothes shop,Congolese,,0,33,High_school_graduate_(A2),Finished High school graduate,1,10,Self-employment/my_business,,0,1,0,0,0,0,0,0,,Retail/Fashion,Retail,,0,1,0,0,0,0,1/1/15,2/1/20,5,4-6 years,1,2,50,2,50,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,To_create_my_own_job_due_to_lack_of_employment,,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_have_never_thought_about_credit_as_an_option,,1,,,400,1,1,1,0,0,0,0,0,0,0,1,600000,50000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,0,1,0,0,0,1,0,1,0,0,0,5,4,1,5,2,3,4,2,0,0,0,1,0,0,0,,0,,,,,0,no,,thanks,1,9/18/19 8:15,9/18/19 7:57,aeck_19,9/18/19 13:46,2019,MBS Kenya,0,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
67,KEN-078,2112cb6a-f882-4e7c-946c-53da68fb0790,Jane,refugee-client,kakuma3,,test_group,Tamu Tamu hotel,Food,Burundian,,0,35,3,Finished Primary School,1,6,Self-employment/my_business,,0,1,0,0,0,0,0,0,,8,Hospitality/Tourism,,0,0,0,0,1,0,4/1/14,2/1/20,5,4-6 years,1,4,96,2,3,0,,,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,3,To_be_my_own_boss_or_have_personal_freedom,none,1,0,0,0,0,0,1,0,none,0,0,0,0,0,,,0,Other,the money i receive its too small to be banked,150,1,0,0,0,0,0,0,0,0,0,0,108000,9000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,no,,0,0,0,0,0,0,0,1,0,0,0,3,5,3,1,4,4,4,1,0,0,0,1,0,0,0,2,1,1_week,1_month,cooking_utencils,,3,1,thanking the organization for making me part of the programme,welcome,1,9/24/19 10:38,9/24/19 10:05,aeck_21,9/24/19 13:45,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
81,KEN-095,74bc6bbb-ba67-46da-ab60-01cab86f24d2,Samuel Mwangangi,kenyan_client,kakuma_town,,test_group,Mary Wanyonyi,Repairs and maintaince,kenyan,,1,51,4,Attended High School,1,7,Self-employment/my_business,,0,1,0,0,0,0,0,0,,4,Construction,,0,1,0,0,0,0,6/15/11,2/1/20,8,> 6 years,1,3,84,5,48,0,,,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,0,To_increase_income_independently,none,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_do_not_qualify_for_credit,,1,,,60,1,1,1,1,1,0,1,0,0,0,1,600000,50000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,2,0,0,1,0,0,1,0,0,0,,no,,1,0,0,1,0,0,0,0,0,0,0,2,1,2,1,1,1,1,1,0,0,0,1,0,0,0,3,0,3_more,1_6months,others,none,1,1,more trainings for skills,welcome,1,9/27/19 13:31,9/27/19 13:14,aeck_17,9/30/19 12:24,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
83,KEN-097,8b305ae2-78e9-4815-9fb0-ddecf56f68b8,Roger,refugee-client,kalobeyei,,test_group,MESHAKE SHOP,"drinks,sugar,soap",Congolese,,0,32,2,Attended Primary,1,8,Self-employment/my_business,,1,1,0,0,0,0,0,0,,10,Retail,,0,1,0,0,0,0,1/1/17,2/1/20,3,3 years,1,1,56,1,56,0,,,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,To_increase_income_independently,to feed my family and create jobs,1,0,0,0,0,0,0,0,,0,0,0,0,0,I_do_not_have_the_need_for_credit,,1,,,1500,1,1,1,0,0,0,0,0,0,0,1,62000,5167,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,,participate_past_bdp,,1,1,1,1,1,1,1,0,0,0,0,4,3,3,4,3,4,4,3,0,0,0,1,0,0,0,3,1,2_month,1_6months,chairs_table,,3,1,We need your support andtrainings on Business,0,1,11/14/19 13:50,11/14/19 13:27,aeck_14,11/15/19 6:54,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
84,KEN-098,25fe7d71-b7a4-4817-8729-81499cfc60ed,Samuel Mwangangi,kenyan_client,kakuma_town,,test_group,Nelly,Hair,kenyan,,1,28,4,Attended High School,0,3,Self-employment/my_business,,0,0,1,0,0,0,0,0,,11,"Fashion (salon,barber shop etc.)",,0,1,0,0,0,0,9/15/18,2/1/20,1,1 year,0,1,84,2,36,0,,,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,To_create_my_own_job_due_to_lack_of_employment,none,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_do_not_qualify_for_credit,,1,,,48,1,0,0,0,0,0,0,0,0,0,0,60000,5000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,,no,,0,0,0,1,0,0,0,0,0,0,0,2,1,2,2,1,1,3,1,0,0,0,1,0,0,0,2,0,3_more,1_6months,cooking_utencils,,1,0,,welcome,1,9/27/19 13:45,9/27/19 13:32,aeck_17,9/30/19 12:24,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
86,KEN-100,b9e6c76d-dc8b-4be6-bf42-64392c39ecb2,Roger,refugee-client,kalobeyei,,test_group,shop,"sugar,beans,sweets",south_sudan,,1,49,1,No Formal Education,1,7,UNHCR,,1,1,0,0,0,0,0,0,,10,Retail,,0,0,1,0,0,0,1/1/17,2/1/20,3,3 years,0,1,56,1,56,0,,,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,To_increase_income_independently,to help my families and reach very far in life,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_do_not_have_the_need_for_credit,,1,,,600,1,1,1,0,1,0,1,0,0,0,0,48000,4000,Yes_strongly_fluctuating,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,,participate_past_bdp,,1,1,1,1,1,1,1,1,0,0,0,3,5,2,2,3,3,3,2,0,0,0,1,0,0,0,2,0,3_more,1_month,chairs_table,,4,1,i need your help in supporting me through capital from loan,yes,1,10/1/19 9:05,10/1/19 8:54,aeck_14,10/1/19 12:01,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
94,KEN-110,76777f7c-5e28-4b1d-80ce-3ae178ab833d,Saida,refugee-client,kakuma_2,,test_group,Al-Rahma Shoq,Food stuff,somalian,,0,59,7,Diploma,0,2,Self-employment/my_business,,1,1,0,0,0,0,0,0,,10,Retail,,0,0,0,0,1,0,7/1/09,2/1/20,10,> 6 years,1,2,112,1,36,0,,,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,To_increase_income_independently,To educate my children,0,0,0,0,0,0,0,0,,0,0,0,0,0,_I_have_applied_but_I_was_rejected,,1,,,900,1,1,1,0,0,0,0,0,0,0,1,4500000,375000,Yes_strongly_fluctuating,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,0,0,,participate_past_bdp,,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,3,0,3_more,none,cooking_utencils,,4,1,I want get free interest loan,thank you,1,10/1/19 9:39,10/1/19 9:13,aeck_15,10/14/19 13:19,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
97,KEN-113,b71a1043-6c51-460e-bdc2-63a023212775,Nachomo,refugee-client,kakuma3,,test_group,Anjela Hotel,Food and soft drinks,Rwandan,,0,55,2,Attended Primary,0,7,Self-employment/my_business,,0,1,0,0,0,0,0,0,,8,Hospitality/Tourism,,0,1,1,0,0,0,1/1/17,2/1/20,3,3 years,1,5,12,1,6,0,,,6,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,6,To_increase_income_independently,To help my family and others through creating employment.,0,0,0,0,0,0,0,0,,0,0,0,0,0,_I_have_applied_but_I_was_rejected,,1,,,6000,1,1,1,0,0,0,0,0,0,0,0,5400000,450000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,,no,,1,0,1,0,0,0,1,0,0,0,0,4,3,3,2,3,2,2,4,0,0,0,1,0,0,0,3,0,2_week,1_6months,chairs_table,,4,1,Do you have any plan of helping us consistently,0,1,10/30/19 9:22,10/30/19 8:44,aeck_20,10/30/19 14:41,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
98,KEN-114,208646a8-f21a-4eff-ae06-1d0a95fb11ee,Nachomo,refugee-client,kakuma3,,test_group,Piga hatua tailoring,tailoring,Burundian,,0,29,2,Attended Primary,1,3,Self-employment/my_business,,0,1,0,0,0,0,0,0,,11,"Fashion (salon,barber shop etc.)",,0,1,0,0,0,0,4/1/14,2/1/20,5,4-6 years,1,4,12,3,4,0,,,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,7,To_create_my_own_job_due_to_lack_of_employment,To have good life and take my children to school,0,0,0,0,0,0,0,0,,0,0,0,0,0,_I_have_applied_but_I_was_rejected,,1,,,180,1,0,1,0,0,0,0,0,0,0,1,150000,12500,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,,participate_past_bdp,,1,0,1,0,0,0,1,0,0,0,0,4,2,3,3,3,2,4,5,0,0,0,1,0,0,0,3,0,3_more,2_month,cooking_utencils,,4,1,we want the organisation to help us grow our business,0,1,10/30/19 7:38,10/30/19 7:22,aeck_20,10/30/19 14:41,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
99,KEN-118,1fdcec97-4afb-4e51-b7db-67616a386bb0,Nachomo,refugee-client,kakuma_1,,test_group,Moses shop,Mitumba clothes,Burundian,,0,36,5(A2),Finished High school graduate,1,1,Self-employment/my_business,,0,1,0,0,0,0,0,0,,11,"Fashion (salon,barber shop etc.)",,0,1,0,0,0,0,4/1/17,2/1/20,2,2 years,1,1,11,1,11,0,,,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,To_create_my_own_job_due_to_lack_of_employment,To get more income,1,0,1,0,0,0,0,0,,0,20000,0,0,0,,,1,,,900,1,0,1,0,0,0,0,0,0,0,1,65000,5417,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,,no,,1,1,1,1,1,1,1,0,0,0,0,4,3,4,3,2,3,4,5,0,0,0,1,0,0,0,3,0,3_more,2_month,chairs_table,,4,0,,0,1,10/16/19 13:50,10/16/19 13:27,aeck_20,10/16/19 14:01,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
